Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_bmw i3,Vehicle Model_chevy bolt,Vehicle Model_hyundai kona,Vehicle Model_nissan leaf,Vehicle Model_tesla model 3,Charging Station Location_chicago,Charging Station Location_houston,Charging Station Location_los angeles,Charging Station Location_new york,Charging Station Location_san francisco,Time of Day_afternoon,Time of Day_evening,Time of Day_morning,Time of Day_night,Day of Week_friday,Day of Week_monday,Day of Week_saturday,Day of Week_sunday,Day of Week_thursday,Day of Week_tuesday,Day of Week_wednesday,Charger Type_dc fast charger,Charger Type_level 1,Charger Type_level 2,User Type_casual driver,User Type_commuter,User Type_long-distance traveler
95.15365777022429,8.469643800499997,1.9561781679786927,16.0193428037057,31.238397573685155,84.39953459357244,73.56686201603071,297.552447455548,22.171767696967564,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
85.0,61.697438669843606,2.5255130370658327,30.7839968181946,22.48712027124098,84.2736568755141,57.22115431322493,208.6484695678,28.312156710460712,6.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
62.0,41.264155052372864,3.6044547433316194,29.081690927779928,29.01626914537352,64.41936676135445,73.23718921497326,268.51527775257875,19.63653156666094,6.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
85.0,6.503953233800639,1.487800086413389,35.93476782027548,35.24185936463465,67.51829977415198,57.34995235816769,204.7682813822981,35.95974294747681,6.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
136.41543451440273,65.89318362199285,3.1462506357761653,24.832132237509622,11.037673144471253,27.38119597524401,64.70149352773214,74.92331106392334,13.419629558552458,6.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50.0,13.262909019022482,3.0690152270986157,47.67047064050836,32.909305411937936,24.998949637776327,90.02000106419143,220.6738557070498,31.873334471117047,3.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
85.0,42.69140537961698,3.292576516552016,49.87870861231868,13.283975908874291,59.84918721302196,56.29416194781305,137.13725689509238,0.034127145054283,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
62.0,27.425950970700956,0.9111517909550064,32.16501549428347,19.78138635678612,74.64716691235185,23.899850979861696,216.0702778231307,-4.153203087466903,5.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
100.0,7.358446629421065,2.4307933707665974,11.480485862632262,13.786796355374287,77.48990308717126,71.62801502596717,166.67396698644544,-7.811348601849324,5.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
100.0,36.13726899530781,2.4493464545125736,36.3770757935734,7.870917869946003,48.61219346503014,95.83119935657344,48.11698069126825,32.30733828974979,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
85.0,29.16952953646135,1.837402025783315,28.504564541418848,9.16414808014515,64.06837901017158,83.78854260869758,241.99817066158312,42.739661052588374,5.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
85.0,43.4453789766191,1.4058899107283944,25.603799331857445,34.67514514166657,55.705620124482785,52.80830822724293,38.19901103771869,19.86952895203637,5.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
100.0,26.8691096120868,2.463684938333577,12.051836628241116,17.54159529161413,28.17984729471636,54.56240134495012,289.5682377266553,7.791379352167198,3.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
85.0,17.933479173039434,2.7822095659811867,25.584168415819892,25.49744244234459,29.951321951186408,76.87588684727461,104.39786671394216,38.36358111720883,7.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50.0,60.47162634897462,3.1882589503371697,25.603799331857445,15.885705152555932,74.53957947778017,79.3651156631053,84.37563038980312,32.8361785835511,2.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
50.0,17.704737472368393,3.4625715408341557,19.713679937800947,19.91512428981757,47.80623479100282,79.3715143442941,258.64567065665085,-9.34537521505764,7.0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
63.09631665342351,47.71409590115245,1.1768393082458872,25.603799331857445,15.35252653215444,49.537602623606446,57.93745966356943,214.4674793692331,34.27808118668334,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
85.0,71.18526462073517,1.4256525513794889,10.299799723961698,5.138664199481509,36.884083700047405,73.96777838001219,276.22249249798386,-4.808919737189906,6.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
75.0,39.64439031543013,1.9257418407030744,13.798289110981957,6.965265890858126,20.417448539505855,57.50198821454384,152.25986699080715,22.572011579091168,6.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
62.0,24.84871287490711,3.3183683043720347,32.23574667839979,19.91298422854465,60.66782801513298,53.92638457958917,260.7073136359905,11.203464841549469,3.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
50.0,7.515940355911836,3.4168695993661142,10.62138589036472,34.76080833534694,61.762801965366975,83.20780147452034,126.5918374849966,9.79124268086425,6.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
75.0,64.41904928508166,3.1900131034328947,24.621651183384863,28.99874330581624,49.17384524132495,62.34186035083323,230.49427175789185,25.32047569840328,2.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
85.0,6.189015903017523,1.2918547116648724,19.715350490851208,20.863113043750012,34.60022195707441,101.67609865354004,275.741904170877,5.7273564896736655,1.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
100.0,37.787903717013286,3.623898268861632,35.9959370444312,29.117601695244772,88.0387594680304,61.07474261644202,66.00213032071531,-0.3253394685460726,1.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
85.0,9.15123419135714,2.578732446114916,34.04604092712868,27.666128147617115,71.45097036918969,50.01990928459148,223.09734895995055,-1.09233343769354,1.750299407238911,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
93.27378066607174,15.660564019843829,3.14065016250783,7.702187849236843,32.136662930622435,30.88322666455972,51.48089291088871,202.14155176693657,29.539063440210768,2.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
50.0,35.55367093393553,3.5367541151919997,45.85569719639171,23.36793048019756,85.49045253068678,74.66057197859945,275.57427410790336,26.133406798103643,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
100.0,47.52745876259207,3.804899638759779,14.328175525274112,31.09859147083224,59.93299647263002,81.18398204407661,139.38372692333525,18.979822937317028,3.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
100.0,36.616568616352566,3.3580146467574785,27.32114693970443,11.584869228221294,66.55511783374999,56.23715390685432,69.23387008131701,24.523038772909203,7.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
50.0,65.48719595789339,2.0662813799021897,37.57728956063927,31.14502051485556,42.8353512271293,83.70937054043276,102.23907267794996,17.522727671566376,6.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
85.0,33.88719708294054,3.625604853300888,18.604260903972325,24.46832039951016,40.14074746609202,63.34760037685963,267.8436816447363,-4.160747932993171,2.778246565868397,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
48.46959856054178,47.29002739188249,3.294730867342969,15.408979759429108,46.27027201372587,28.20501289429486,50.64036663152135,277.49342012825457,7.122847043805255,7.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
100.0,48.48756787108178,0.5639379356338684,16.75976742648834,7.600448838257698,35.889037420116495,90.8523127201585,103.91165064214256,0.5341116925185432,7.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
75.0,15.010165946159637,0.6486756832113033,13.762568583983876,13.72612322820337,84.23618039725056,77.85782098101181,220.20056239884673,19.98563673169685,6.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
85.0,30.06513890238722,1.2674299555740305,35.87112112811267,35.03863444597721,13.948323455933185,93.59847436377936,122.76475966549545,33.018171296489285,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
85.0,74.10645011572457,2.9654194045690128,32.29091083148934,25.66318431642069,33.43975255292256,86.90439983944351,179.58852665574395,14.12322245819798,4.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
62.0,66.15159678916712,3.062344294379421,50.170585945493926,36.2987122525585,75.48580234398966,56.12136492778178,46.81290396293951,32.292746117918185,1.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
